dataset,n_obs,n_vars,aspect_ratio,sparsity,mean_nonzero,library_mean,library_cv,expression_entropy,spatial_autocorrelation,cluster_tendency,mean_nn_distance,spatial_density_cv,spatial_entropy,effective_rank_90,effective_rank_95,sv_entropy
151673,3611.0,2000.0,0.5538631957906397,0.9119095818332872,3.389835410546237,597.2240376626974,0.43347545256476055,6.403077031385261,0.6171686000238072,0.3751977183413409,0.016911977804023596,0.27748228271623765,6.544116165809708,2.0,6.0,0.11147882531268201
151674,3635.0,2000.0,0.5502063273727648,0.8999008253094911,4.010626325198806,802.9207702888583,0.4043298366298237,6.186522522165015,0.6630133811574597,0.43085543599516807,0.01661082016504886,0.29751755317656686,6.502907686960347,2.0,7.0,0.1050650052064491
151507,4221.0,2000.0,0.4738213693437574,0.9415194266761431,1.8860141829031403,220.59038142620233,0.3475311241422532,7.65584022399066,0.4147747940744617,0.34079030519815257,0.015597086892880183,0.26997258915846994,6.4997809144111045,152.0,331.0,0.3928312137478976
151669,3645.0,2000.0,0.5486968449931413,0.9300049382716049,2.919416223758682,408.68943758573386,0.4327528877296309,6.259584326651363,0.5048070285221521,0.42469700372980557,0.016718405150434792,0.328291907022328,6.508815829021345,3.0,18.0,0.12445946775898732
151670,3484.0,2000.0,0.574052812858783,0.9312623421354764,3.5196632732313913,483.86681974741674,0.4292825065019896,5.967355070126484,0.5422819288220624,0.4796755126178836,0.016937171408895123,0.2926506939270323,6.490358461482231,3.0,12.0,0.12124455983915862
