held_out_dataset,training_datasets,oracle_methods,oracle_score,recommended_methods,recommended_method,recommended_score,top1_hit,top3_hit,selection_regret,global_best_baseline,global_best_score,global_best_regret,random_expected_score,random_expected_regret
151673,151674|151507|151669|151670,spectral@sw0.8,0.3018812441837427,agglomerative@sw0.8|birch@sw0.8|gaussian_mixture@sw0.8,agglomerative@sw0.8,0.24560875008751212,False,False,0.05627249409623056,gaussian_mixture@sw0.8,0.29897276692285363,0.002908477260889053,0.20566547814324762,0.09621576604049506
151674,151673|151507|151669|151670,agglomerative@sw0.8,0.30002254262180444,spectral@sw0.3|gaussian_mixture@sw0.8|spectral@sw0.8,spectral@sw0.3,0.1761931129593751,False,False,0.12382942966242935,gaussian_mixture@sw0.8,0.29425002550692975,0.005772517114874698,0.2339373079137227,0.06608523470808175
151507,151673|151674|151669|151670,gaussian_mixture@sw0.8,0.26265344463682183,spectral@sw0.3|agglomerative@sw0.3|gaussian_mixture@sw0.8,spectral@sw0.3,0.20020453878111455,False,True,0.06244890585570728,gaussian_mixture@sw0.8,0.26265344463682183,0.0,0.1829573882959664,0.07969605634085544
151669,151673|151674|151507|151670,agglomerative@sw0.8,0.1895454791432171,spectral@sw0.3|gaussian_mixture@sw0.8|kmeans@sw0.3,spectral@sw0.3,0.16789329493648572,False,False,0.021652184206731373,gaussian_mixture@sw0.8,0.16915163227001595,0.020393846873201144,0.1384626219478405,0.051082857195376585
151670,151673|151674|151507|151669,spectral@sw0.3,0.346417381108651,agglomerative@sw0.8|birch@sw0.8|gaussian_mixture@sw0.8,agglomerative@sw0.8,0.1993220380186911,False,False,0.1470953430899599,gaussian_mixture@sw0.8,0.24276469417135982,0.10365268693729118,0.16936594598614152,0.17705143512250948
