dataset,kmeans@sw0.0,gaussian_mixture@sw0.0,agglomerative@sw0.0,spectral@sw0.0,birch@sw0.0,kmeans@sw0.3,gaussian_mixture@sw0.3,agglomerative@sw0.3,spectral@sw0.3,birch@sw0.3,kmeans@sw0.8,gaussian_mixture@sw0.8,agglomerative@sw0.8,spectral@sw0.8,birch@sw0.8
151673,0.005782199067701131,0.01799149066551746,0.0,0.0,0.0,0.024713578964361126,0.03625030191525773,0.0,0.00019705257857358585,0.0,0.018526680171891612,0.021744357844467037,0.0,0.0,0.0
151674,0.0271791753745079,0.005196842062943848,0.0,0.0004184761233871175,0.0,0.00428994125148872,0.037668338159304024,0.0,0.00012336775741366167,0.0,0.04147732109147849,0.006450305008731932,0.0,2.4808379709901285e-06,0.0
151507,0.015182772369048522,0.024075484971579506,0.0,0.0002037400788194805,0.0,0.04472147639964554,0.023216779451902456,0.0,0.0002275583524926696,0.0,0.022685710448325395,0.018488849272027253,0.0,0.0,0.0
151669,0.006107971520843196,0.007902037520055433,0.0,0.00016320004947945077,0.0,0.009545878287768343,0.01419568446112517,0.0,0.000259599024563859,0.0,0.002211926025899665,0.007095365899242153,0.0,0.0,0.0
151670,0.054817499233980084,0.02702993173256502,0.0,0.001011661470103924,0.0,0.05091297204139142,0.029792992165398227,0.0,0.0004382029345729415,0.0,0.0005848393562366299,0.016170316794602655,0.0,0.0,0.0
merfish,0.0072643343356721905,0.03227323599335557,0.0,0.0,0.0,0.0163846891140737,0.006099069098985128,0.0,2.373574641932897e-05,0.0,0.001660577695003604,0.0022380439928406924,0.0,0.0005108105629912148,0.0
slideseqv2,0.0004930481246021491,0.006338141161384068,0.0,4.291944174454687e-05,0.0,0.022268866492202697,0.001810882824821898,0.0,3.064281086276185e-05,0.0,0.002602663704769848,0.002859121440517174,0.0,4.5657335526559316e-05,0.0
xenium,0.0011152878409640967,0.01724590654604141,0.0,0.0,0.0,0.0005306505187708063,0.03990911648789925,0.0,0.0,0.0,0.02831447860891527,0.007990043579077842,0.0,9.69525458972388e-05,0.0
